"FinanceKey","DateKey","OrganizationKey","DepartmentGroupKey","ScenarioKey","AccountKey","Amount","Date"
"24312","20070501","11","1","1","69","20.969999999999999","2007-05-01 00:00:00"
"24313","20070501","11","1","1","71","31.609999999999999","2007-05-01 00:00:00"
"24314","20070501","11","1","1","73","122.04000000000001","2007-05-01 00:00:00"
"24315","20070501","11","1","1","74","209.27000000000001","2007-05-01 00:00:00"
"24316","20070501","11","1","1","76","139.06","2007-05-01 00:00:00"
"24317","20070501","11","1","1","77","249.69999999999999","2007-05-01 00:00:00"
"24318","20070501","11","1","1","78","74.159999999999997","2007-05-01 00:00:00"
"24319","20070501","11","1","1","80","274.17000000000002","2007-05-01 00:00:00"
"24320","20070501","11","1","1","81","169.91","2007-05-01 00:00:00"
"24321","20070501","11","1","1","82","17.780000000000001","2007-05-01 00:00:00"
"24322","20070501","11","1","1","83","60.329999999999998","2007-05-01 00:00:00"
"24323","20070501","11","1","1","84","52.890000000000001","2007-05-01 00:00:00"
"24324","20070501","11","1","1","85","48.630000000000003","2007-05-01 00:00:00"
"24325","20070501","11","1","1","87","240.13","2007-05-01 00:00:00"
"24326","20070501","11","1","1","89","101.81999999999999","2007-05-01 00:00:00"
"24327","20070501","11","1","1","90","155.02000000000001","2007-05-01 00:00:00"
"24328","20070501","11","1","1","91","-122.64","2007-05-01 00:00:00"
"24329","20070501","11","1","1","92","207.15000000000001","2007-05-01 00:00:00"
"24330","20070501","11","1","1","94","50.759999999999998","2007-05-01 00:00:00"
"24331","20070501","11","1","1","96","5","2007-05-01 00:00:00"
"24332","20070501","11","2","1","12","83619.339999999997","2007-05-01 00:00:00"
"24333","20070501","11","2","1","60","6108.3199999999997","2007-05-01 00:00:00"
"24334","20070501","11","2","1","61","690.13","2007-05-01 00:00:00"
"24335","20070501","11","2","1","62","501.82999999999998","2007-05-01 00:00:00"
"24336","20070501","11","2","1","65","73.099999999999994","2007-05-01 00:00:00"
"24337","20070501","11","2","1","66","66.719999999999999","2007-05-01 00:00:00"
"24338","20070501","11","2","1","67","33.740000000000002","2007-05-01 00:00:00"
"24339","20070501","11","2","1","68","25.23","2007-05-01 00:00:00"
"24340","20070501","11","2","1","69","8.2100000000000009","2007-05-01 00:00:00"
"24341","20070501","11","2","1","71","11.4","2007-05-01 00:00:00"
"24342","20070501","11","2","1","73","46.5","2007-05-01 00:00:00"
"24343","20070501","11","2","1","74","182.68000000000001","2007-05-01 00:00:00"
"24344","20070501","11","2","1","76","55.020000000000003","2007-05-01 00:00:00"
"24345","20070501","11","2","1","77","97.569999999999993","2007-05-01 00:00:00"
"24346","20070501","11","2","1","78","37.990000000000002","2007-05-01 00:00:00"
"24347","20070501","11","2","1","80","115.65000000000001","2007-05-01 00:00:00"
"24348","20070501","11","2","1","81","72.040000000000006","2007-05-01 00:00:00"
"24349","20070501","11","2","1","82","8.2100000000000009","2007-05-01 00:00:00"
"24350","20070501","11","2","1","83","26.289999999999999","2007-05-01 00:00:00"
"24351","20070501","11","2","1","84","23.100000000000001","2007-05-01 00:00:00"
"24352","20070501","11","2","1","85","20.969999999999999","2007-05-01 00:00:00"
"24353","20070501","11","2","1","87","96.510000000000005","2007-05-01 00:00:00"
"24354","20070501","11","2","1","89","44.380000000000003","2007-05-01 00:00:00"
"24355","20070501","11","2","1","90","67.780000000000001","2007-05-01 00:00:00"
"24356","20070501","11","2","1","91","-52.43","2007-05-01 00:00:00"
"24357","20070501","11","2","1","92","90.120000000000005","2007-05-01 00:00:00"
"24358","20070501","11","2","1","94","20.969999999999999","2007-05-01 00:00:00"
"24359","20070501","11","2","1","96","2","2007-05-01 00:00:00"
"24360","20070501","11","3","1","60","9639.2399999999998","2007-05-01 00:00:00"
"24361","20070501","11","3","1","61","891.20000000000005","2007-05-01 00:00:00"
"24362","20070501","11","3","1","62","594.38999999999999","2007-05-01 00:00:00"
"24363","20070501","11","3","1","65","90.120000000000005","2007-05-01 00:00:00"
"24364","20070501","11","3","1","66","81.609999999999999","2007-05-01 00:00:00"
"24365","20070501","11","3","1","67","42.25","2007-05-01 00:00:00"
"24366","20070501","11","3","1","68","32.670000000000002","2007-05-01 00:00:00"
"24367","20070501","11","3","1","69","9.2699999999999996","2007-05-01 00:00:00"
"24368","20070501","11","3","1","71","13.529999999999999","2007-05-01 00:00:00"
"24369","20070501","11","3","1","73","63.530000000000001","2007-05-01 00:00:00"
"24370","20070501","11","3","1","74","161.40000000000001","2007-05-01 00:00:00"
"24371","20070501","11","3","1","76","77.359999999999999","2007-05-01 00:00:00"
"24372","20070501","11","3","1","77","139.06","2007-05-01 00:00:00"
"24373","20070501","11","3","1","78","47.57","2007-05-01 00:00:00"
"24374","20070501","11","3","1","80","164.59","2007-05-01 00:00:00"
"24375","20070501","11","3","1","81","102.89","2007-05-01 00:00:00"
"24376","20070501","11","3","1","82","11.4","2007-05-01 00:00:00"
"24377","20070501","11","3","1","83","35.869999999999997","2007-05-01 00:00:00"
"24378","20070501","11","3","1","84","31.609999999999999","2007-05-01 00:00:00"
"24379","20070501","11","3","1","85","28.420000000000002","2007-05-01 00:00:00"
"24380","20070501","11","3","1","87","144.38","2007-05-01 00:00:00"
"24381","20070501","11","3","1","89","60.329999999999998","2007-05-01 00:00:00"
"24382","20070501","11","3","1","90","91.189999999999998","2007-05-01 00:00:00"
"24383","20070501","11","3","1","91","-71.579999999999998","2007-05-01 00:00:00"
"24384","20070501","11","3","1","92","122.04000000000001","2007-05-01 00:00:00"
"24385","20070501","11","3","1","94","30.550000000000001","2007-05-01 00:00:00"
"24386","20070501","11","3","1","96","3","2007-05-01 00:00:00"
"24387","20070501","11","4","1","60","13106.32","2007-05-01 00:00:00"
"24388","20070501","11","4","1","61","1076.3099999999999","2007-05-01 00:00:00"
"24389","20070501","11","4","1","62","807.15999999999997","2007-05-01 00:00:00"
"24390","20070501","11","4","1","65","119.91","2007-05-01 00:00:00"
"24391","20070501","11","4","1","66","109.27","2007-05-01 00:00:00"
"24392","20070501","11","4","1","67","56.079999999999998","2007-05-01 00:00:00"
"24393","20070501","11","4","1","68","43.310000000000002","2007-05-01 00:00:00"
"24394","20070501","11","4","1","69","12.460000000000001","2007-05-01 00:00:00"
"24395","20070501","11","4","1","71","17.780000000000001","2007-05-01 00:00:00"
"24396","20070501","11","4","1","73","83.739999999999995","2007-05-01 00:00:00"
"24397","20070501","11","4","1","74","163.53","2007-05-01 00:00:00"
"24398","20070501","11","4","1","76","102.89","2007-05-01 00:00:00"
"24399","20070501","11","4","1","77","184.81","2007-05-01 00:00:00"
"24400","20070501","11","4","1","78","66.719999999999999","2007-05-01 00:00:00"
"24401","20070501","11","4","1","80","238","2007-05-01 00:00:00"
"24402","20070501","11","4","1","81","147.56999999999999","2007-05-01 00:00:00"
"24403","20070501","11","4","1","82","15.65","2007-05-01 00:00:00"
"24404","20070501","11","4","1","83","53.950000000000003","2007-05-01 00:00:00"
"24405","20070501","11","4","1","84","47.57","2007-05-01 00:00:00"
"24406","20070501","11","4","1","85","43.310000000000002","2007-05-01 00:00:00"
"24407","20070501","11","4","1","87","192.25","2007-05-01 00:00:00"
"24408","20070501","11","4","1","89","92.25","2007-05-01 00:00:00"
"24409","20070501","11","4","1","90","142.25","2007-05-01 00:00:00"
"24410","20070501","11","4","1","91","-112","2007-05-01 00:00:00"
"24411","20070501","11","4","1","92","189.06","2007-05-01 00:00:00"
"24412","20070501","11","4","1","94","43.310000000000002","2007-05-01 00:00:00"
"24413","20070501","11","4","1","96","4","2007-05-01 00:00:00"
"24414","20070501","11","5","1","60","3372.0999999999999","2007-05-01 00:00:00"
"24415","20070501","11","5","1","61","346.50999999999999","2007-05-01 00:00:00"
"24416","20070501","11","5","1","62","277.36000000000001","2007-05-01 00:00:00"
"24417","20070501","11","5","1","65","37.990000000000002","2007-05-01 00:00:00"
"24418","20070501","11","5","1","66","34.799999999999997","2007-05-01 00:00:00"
"24419","20070501","11","5","1","67","17.780000000000001","2007-05-01 00:00:00"
"24420","20070501","11","5","1","68","13.529999999999999","2007-05-01 00:00:00"
"24421","20070501","11","5","1","69","5.0099999999999998","2007-05-01 00:00:00"
"24422","20070501","11","5","1","71","6.0800000000000001","2007-05-01 00:00:00"
"24423","20070501","11","5","1","73","24.16","2007-05-01 00:00:00"
"24424","20070501","11","5","1","74","184.81","2007-05-01 00:00:00"
"24425","20070501","11","5","1","76","28.420000000000002","2007-05-01 00:00:00"
"24426","20070501","11","5","1","77","49.700000000000003","2007-05-01 00:00:00"
"24427","20070501","11","5","1","78","22.039999999999999","2007-05-01 00:00:00"
"24428","20070501","11","5","1","80","56.079999999999998","2007-05-01 00:00:00"
"24429","20070501","11","5","1","81","34.799999999999997","2007-05-01 00:00:00"
"24430","20070501","11","5","1","82","3.9500000000000002","2007-05-01 00:00:00"
"24431","20070501","11","5","1","83","12.460000000000001","2007-05-01 00:00:00"
"24432","20070501","11","5","1","84","11.4","2007-05-01 00:00:00"
"24433","20070501","11","5","1","85","10.33","2007-05-01 00:00:00"
"24434","20070501","11","5","1","87","48.630000000000003","2007-05-01 00:00:00"
"24435","20070501","11","5","1","89","20.969999999999999","2007-05-01 00:00:00"
"24436","20070501","11","5","1","90","31.609999999999999","2007-05-01 00:00:00"
"24437","20070501","11","5","1","91","-23.710000000000001","2007-05-01 00:00:00"
"24438","20070501","11","5","1","92","42.25","2007-05-01 00:00:00"
"24439","20070501","11","5","1","94","10.33","2007-05-01 00:00:00"
"24440","20070501","11","5","1","96","1","2007-05-01 00:00:00"
"24441","20070501","11","6","1","52","7237.0600000000004","2007-05-01 00:00:00"
"24442","20070501","11","6","1","53","18090.459999999999","2007-05-01 00:00:00"
"24443","20070501","11","6","1","54","1568.8699999999999","2007-05-01 00:00:00"
"24444","20070501","11","6","1","56","46318.639999999999","2007-05-01 00:00:00"
"24445","20070501","11","6","1","57","6030.6599999999999","2007-05-01 00:00:00"
"24446","20070501","11","6","1","60","18512.810000000001","2007-05-01 00:00:00"
"24447","20070501","11","6","1","61","2280.5900000000001","2007-05-01 00:00:00"
"24448","20070501","11","6","1","62","1330.5699999999999","2007-05-01 00:00:00"
"24449","20070501","11","6","1","63","3618.9099999999999","2007-05-01 00:00:00"
"24450","20070501","11","6","1","65","208.21000000000001","2007-05-01 00:00:00"
"24451","20070501","11","6","1","66","189.06","2007-05-01 00:00:00"
"24452","20070501","11","6","1","67","96.510000000000005","2007-05-01 00:00:00"
"24453","20070501","11","6","1","68","70.969999999999999","2007-05-01 00:00:00"
"24454","20070501","11","6","1","69","22.039999999999999","2007-05-01 00:00:00"
"24455","20070501","11","6","1","71","29.48","2007-05-01 00:00:00"
"24456","20070501","11","6","1","72","242.25","2007-05-01 00:00:00"
"24457","20070501","11","6","1","73","133.74000000000001","2007-05-01 00:00:00"
"24458","20070501","11","6","1","74","189.06","2007-05-01 00:00:00"
"24459","20070501","11","6","1","76","1125.25","2007-05-01 00:00:00"
"24460","20070501","11","6","1","77","288","2007-05-01 00:00:00"
"24461","20070501","11","6","1","78","96.510000000000005","2007-05-01 00:00:00"
"24462","20070501","11","6","1","80","365.66000000000003","2007-05-01 00:00:00"
"24463","20070501","11","6","1","81","227.36000000000001","2007-05-01 00:00:00"
"24464","20070501","11","6","1","82","25.23","2007-05-01 00:00:00"
"24465","20070501","11","6","1","83","84.799999999999997","2007-05-01 00:00:00"
"24466","20070501","11","6","1","84","76.290000000000006","2007-05-01 00:00:00"
"24467","20070501","11","6","1","85","67.780000000000001","2007-05-01 00:00:00"
"24468","20070501","11","6","1","87","288","2007-05-01 00:00:00"
"24469","20070501","11","6","1","89","147.56999999999999","2007-05-01 00:00:00"
"24470","20070501","11","6","1","90","226.30000000000001","2007-05-01 00:00:00"
"24471","20070501","11","6","1","91","-180.09","2007-05-01 00:00:00"
"24472","20070501","11","6","1","92","301.82999999999998","2007-05-01 00:00:00"
"24473","20070501","11","6","1","94","8479.6399999999994","2007-05-01 00:00:00"
"24474","20070501","11","6","1","96","6","2007-05-01 00:00:00"
"24475","20070501","11","6","1","97","554","2007-05-01 00:00:00"
"24476","20070501","11","6","1","99","27000","2007-05-01 00:00:00"
"24477","20070501","11","6","1","101","241211.64000000001","2007-05-01 00:00:00"
"24478","20070501","11","7","1","4","336092.13","2007-05-01 00:00:00"
"24479","20070501","11","7","1","6","206354.60000000001","2007-05-01 00:00:00"
"24480","20070501","11","7","1","7","6009.3800000000001","2007-05-01 00:00:00"
"24481","20070501","11","7","1","8","4127.4300000000003","2007-05-01 00:00:00"
"24482","20070501","11","7","1","13","31261.98","2007-05-01 00:00:00"
"24483","20070501","11","7","1","14","20222.41","2007-05-01 00:00:00"
"24484","20070501","11","7","1","15","37969.550000000003","2007-05-01 00:00:00"
"24485","20070501","11","7","1","18","3795.5100000000002","2007-05-01 00:00:00"
"24486","20070501","11","7","1","19","12093.540000000001","2007-05-01 00:00:00"
"24487","20070501","11","7","1","20","3415.7199999999998","2007-05-01 00:00:00"
"24488","20070501","11","7","1","21","61064.660000000003","2007-05-01 00:00:00"
"24489","20070501","11","7","1","22","3256.1399999999999","2007-05-01 00:00:00"
"24490","20070501","11","7","1","23","1330.5699999999999","2007-05-01 00:00:00"
"24491","20070501","11","7","1","24","6472.1599999999999","2007-05-01 00:00:00"
"24492","20070501","11","7","1","28","6081.7200000000003","2007-05-01 00:00:00"
"24493","20070501","11","7","1","29","47451.639999999999","2007-05-01 00:00:00"
"24494","20070501","11","7","1","31","57458.209999999999","2007-05-01 00:00:00"
"24495","20070501","11","7","1","32","7909.4200000000001","2007-05-01 00:00:00"
"24496","20070501","11","7","1","33","7663.6700000000001","2007-05-01 00:00:00"
"24497","20070501","11","7","1","34","13868.040000000001","2007-05-01 00:00:00"
"24498","20070501","11","7","1","35","45795.230000000003","2007-05-01 00:00:00"
"24499","20070501","11","7","1","37","42101.540000000001","2007-05-01 00:00:00"
"24500","20070501","11","7","1","38","9513.7000000000007","2007-05-01 00:00:00"
"24501","20070501","11","7","1","39","52436.839999999997","2007-05-01 00:00:00"
"24502","20070501","11","7","1","40","8875.3899999999994","2007-05-01 00:00:00"
"24503","20070501","11","7","1","43","335728.14000000001","2007-05-01 00:00:00"
"24504","20070501","11","7","1","46","176059.22","2007-05-01 00:00:00"
"24505","20070501","11","7","1","100","6142.3599999999997","2007-05-01 00:00:00"
"24506","20070501","12","1","1","60","2545.4899999999998","2007-05-01 00:00:00"
"24507","20070501","12","1","1","61","235.87","2007-05-01 00:00:00"
"24508","20070501","12","1","1","62","235.87","2007-05-01 00:00:00"
"24509","20070501","12","1","1","65","32.670000000000002","2007-05-01 00:00:00"
"24510","20070501","12","1","1","66","30.550000000000001","2007-05-01 00:00:00"
"24511","20070501","12","1","1","67","15.65","2007-05-01 00:00:00"
"24512","20070501","12","1","1","68","11.4","2007-05-01 00:00:00"
"24513","20070501","12","1","1","69","3.9500000000000002","2007-05-01 00:00:00"
"24514","20070501","12","1","1","71","6.0800000000000001","2007-05-01 00:00:00"
"24515","20070501","12","1","1","73","20.969999999999999","2007-05-01 00:00:00"
"24516","20070501","12","1","1","74","42.25","2007-05-01 00:00:00"
"24517","20070501","12","1","1","76","23.100000000000001","2007-05-01 00:00:00"
"24518","20070501","12","1","1","77","41.189999999999998","2007-05-01 00:00:00"
"24519","20070501","12","1","1","78","11.4","2007-05-01 00:00:00"
"24520","20070501","12","1","1","80","41.189999999999998","2007-05-01 00:00:00"
"24521","20070501","12","1","1","81","25.23","2007-05-01 00:00:00"
"24522","20070501","12","1","1","82","2.8900000000000001","2007-05-01 00:00:00"
"24523","20070501","12","1","1","83","9.2699999999999996","2007-05-01 00:00:00"
"24524","20070501","12","1","1","84","7.1399999999999997","2007-05-01 00:00:00"
"24525","20070501","12","1","1","85","7.1399999999999997","2007-05-01 00:00:00"
"24526","20070501","12","1","1","87","39.060000000000002","2007-05-01 00:00:00"
"24527","20070501","12","1","1","89","66.719999999999999","2007-05-01 00:00:00"
"24528","20070501","12","1","1","90","102.89","2007-05-01 00:00:00"
"24529","20070501","12","1","1","91","-81.150000000000006","2007-05-01 00:00:00"
"24530","20070501","12","1","1","92","136.93000000000001","2007-05-01 00:00:00"
"24531","20070501","12","1","1","96","4","2007-05-01 00:00:00"
"24532","20070501","12","2","1","12","2457.1900000000001","2007-05-01 00:00:00"
"24533","20070501","12","2","1","60","668.86000000000001","2007-05-01 00:00:00"
"24534","20070501","12","2","1","61","62.460000000000001","2007-05-01 00:00:00"
"24535","20070501","12","2","1","62","62.460000000000001","2007-05-01 00:00:00"
"24536","20070501","12","2","1","65","9.2699999999999996","2007-05-01 00:00:00"
"24537","20070501","12","2","1","66","8.2100000000000009","2007-05-01 00:00:00"
"24538","20070501","12","2","1","67","5.0099999999999998","2007-05-01 00:00:00"
"24539","20070501","12","2","1","68","3.9500000000000002","2007-05-01 00:00:00"
"24540","20070501","12","2","1","69","1.8200000000000001","2007-05-01 00:00:00"
"24541","20070501","12","2","1","71","1.8200000000000001","2007-05-01 00:00:00"
"24542","20070501","12","2","1","73","6.0800000000000001","2007-05-01 00:00:00"
"24543","20070501","12","2","1","74","43.310000000000002","2007-05-01 00:00:00"
"24544","20070501","12","2","1","76","6.0800000000000001","2007-05-01 00:00:00"
"24545","20070501","12","2","1","77","11.4","2007-05-01 00:00:00"
"24546","20070501","12","2","1","78","3.9500000000000002","2007-05-01 00:00:00"
"24547","20070501","12","2","1","80","11.4","2007-05-01 00:00:00"
"24548","20070501","12","2","1","81","7.1399999999999997","2007-05-01 00:00:00"
"24549","20070501","12","2","1","82","1.8200000000000001","2007-05-01 00:00:00"
"24550","20070501","12","2","1","83","2.8900000000000001","2007-05-01 00:00:00"
"24551","20070501","12","2","1","84","2.8900000000000001","2007-05-01 00:00:00"
"24552","20070501","12","2","1","85","2.8900000000000001","2007-05-01 00:00:00"
"24553","20070501","12","2","1","87","10.33","2007-05-01 00:00:00"
"24554","20070501","12","2","1","89","18.84","2007-05-01 00:00:00"
"24555","20070501","12","2","1","90","27.359999999999999","2007-05-01 00:00:00"
"24556","20070501","12","2","1","91","-20.52","2007-05-01 00:00:00"
"24557","20070501","12","2","1","92","36.93","2007-05-01 00:00:00"
"24558","20070501","12","2","1","96","1","2007-05-01 00:00:00"
"24559","20070501","12","6","1","52","77.359999999999999","2007-05-01 00:00:00"
"24560","20070501","12","6","1","53","232.68000000000001","2007-05-01 00:00:00"
"24561","20070501","12","6","1","56","2857.1999999999998","2007-05-01 00:00:00"
"24562","20070501","12","6","1","57","194.38","2007-05-01 00:00:00"
"24563","20070501","12","6","1","60","2863.5799999999999","2007-05-01 00:00:00"
"24564","20070501","12","6","1","61","265.66000000000003","2007-05-01 00:00:00"
"24565","20070501","12","6","1","62","147.56999999999999","2007-05-01 00:00:00"
"24566","20070501","12","6","1","63","31.609999999999999","2007-05-01 00:00:00"
"24567","20070501","12","6","1","65","24.16","2007-05-01 00:00:00"
"24568","20070501","12","6","1","66","22.039999999999999","2007-05-01 00:00:00"
"24569","20070501","12","6","1","67","12.460000000000001","2007-05-01 00:00:00"
"24570","20070501","12","6","1","68","9.2699999999999996","2007-05-01 00:00:00"
"24571","20070501","12","6","1","69","2.8900000000000001","2007-05-01 00:00:00"
"24572","20070501","12","6","1","71","3.9500000000000002","2007-05-01 00:00:00"
"24573","20070501","12","6","1","72","3.9500000000000002","2007-05-01 00:00:00"
"24574","20070501","12","6","1","73","18.84","2007-05-01 00:00:00"
"24575","20070501","12","6","1","74","28.420000000000002","2007-05-01 00:00:00"
"24576","20070501","12","6","1","76","30.550000000000001","2007-05-01 00:00:00"
"24577","20070501","12","6","1","77","44.380000000000003","2007-05-01 00:00:00"
"24578","20070501","12","6","1","78","14.59","2007-05-01 00:00:00"
"24579","20070501","12","6","1","80","52.890000000000001","2007-05-01 00:00:00"
"24580","20070501","12","6","1","81","33.740000000000002","2007-05-01 00:00:00"
"24581","20070501","12","6","1","82","3.9500000000000002","2007-05-01 00:00:00"
"24582","20070501","12","6","1","83","12.460000000000001","2007-05-01 00:00:00"
"24583","20070501","12","6","1","84","10.33","2007-05-01 00:00:00"
"24584","20070501","12","6","1","85","9.2699999999999996","2007-05-01 00:00:00"
"24585","20070501","12","6","1","87","48.630000000000003","2007-05-01 00:00:00"
"24586","20070501","12","6","1","89","93.310000000000002","2007-05-01 00:00:00"
"24587","20070501","12","6","1","90","142.25","2007-05-01 00:00:00"
"24588","20070501","12","6","1","91","-112","2007-05-01 00:00:00"
"24589","20070501","12","6","1","92","190.12","2007-05-01 00:00:00"
"24590","20070501","12","6","1","96","5","2007-05-01 00:00:00"
"24591","20070501","12","6","1","97","23","2007-05-01 00:00:00"
"24592","20070501","12","6","1","99","35000","2007-05-01 00:00:00"
"24593","20070501","12","6","1","101","7760.4799999999996","2007-05-01 00:00:00"
"24594","20070501","12","7","1","4","8888.1599999999999","2007-05-01 00:00:00"
"24595","20070501","12","7","1","6","7459.4099999999999","2007-05-01 00:00:00"
"24596","20070501","12","7","1","7","212.47","2007-05-01 00:00:00"
"24597","20070501","12","7","1","8","149.69999999999999","2007-05-01 00:00:00"
"24598","20070501","12","7","1","13","1118.8699999999999","2007-05-01 00:00:00"
"24599","20070501","12","7","1","14","798.64999999999998","2007-05-01 00:00:00"
"24600","20070501","12","7","1","15","1432.7","2007-05-01 00:00:00"
"24601","20070501","12","7","1","18","3795.5100000000002","2007-05-01 00:00:00"
"24602","20070501","12","7","1","19","12093.540000000001","2007-05-01 00:00:00"
"24603","20070501","12","7","1","20","4060.4099999999999","2007-05-01 00:00:00"
"24604","20070501","12","7","1","21","25910.82","2007-05-01 00:00:00"
"24605","20070501","12","7","1","22","3288.0500000000002","2007-05-01 00:00:00"
"24606","20070501","12","7","1","23","1358.23","2007-05-01 00:00:00"
"24607","20070501","12","7","1","24","6954.0799999999999","2007-05-01 00:00:00"
"24608","20070501","12","7","1","28","5420.0100000000002","2007-05-01 00:00:00"
"24609","20070501","12","7","1","29","56413.510000000002","2007-05-01 00:00:00"
"24610","20070501","12","7","1","31","27891.700000000001","2007-05-01 00:00:00"
"24611","20070501","12","7","1","32","9578.6000000000004","2007-05-01 00:00:00"
"24612","20070501","12","7","1","33","8031.7600000000002","2007-05-01 00:00:00"
"24613","20070501","12","7","1","34","564.60000000000002","2007-05-01 00:00:00"
"24614","20070501","12","7","1","35","51704.910000000003","2007-05-01 00:00:00"
"24615","20070501","12","7","1","37","47863.349999999999","2007-05-01 00:00:00"
"24616","20070501","12","7","1","38","9699.8799999999992","2007-05-01 00:00:00"
"24617","20070501","12","7","1","39","26828.919999999998","2007-05-01 00:00:00"
"24618","20070501","12","7","1","40","7909.4200000000001","2007-05-01 00:00:00"
"24619","20070501","12","7","1","43","-124393.33","2007-05-01 00:00:00"
"24620","20070501","12","7","1","46","-53376.830000000002","2007-05-01 00:00:00"
"24621","20070501","12","7","1","100","5841.29","2007-05-01 00:00:00"
"24622","20070601","3","1","1","60","86112","2007-06-01 00:00:00"
"24623","20070601","3","1","1","61","9719","2007-06-01 00:00:00"
"24624","20070601","3","1","1","62","7952","2007-06-01 00:00:00"
"24625","20070601","3","1","1","65","1125","2007-06-01 00:00:00"
"24626","20070601","3","1","1","66","1023","2007-06-01 00:00:00"
"24627","20070601","3","1","1","67","510","2007-06-01 00:00:00"
"24628","20070601","3","1","1","68","390","2007-06-01 00:00:00"
"24629","20070601","3","1","1","69","113","2007-06-01 00:00:00"
"24630","20070601","3","1","1","71","175","2007-06-01 00:00:00"
"24631","20070601","3","1","1","73","702","2007-06-01 00:00:00"
"24632","20070601","3","1","1","74","456","2007-06-01 00:00:00"
"24633","20070601","3","1","1","76","780","2007-06-01 00:00:00"
"24634","20070601","3","1","1","77","1404","2007-06-01 00:00:00"
"24635","20070601","3","1","1","78","398","2007-06-01 00:00:00"
"24636","20070601","3","1","1","80","1653","2007-06-01 00:00:00"
"24637","20070601","3","1","1","81","1023","2007-06-01 00:00:00"
"24638","20070601","3","1","1","82","106","2007-06-01 00:00:00"
"24639","20070601","3","1","1","83","372","2007-06-01 00:00:00"
"24640","20070601","3","1","1","84","333","2007-06-01 00:00:00"
"24641","20070601","3","1","1","85","298","2007-06-01 00:00:00"
"24642","20070601","3","1","1","87","1350","2007-06-01 00:00:00"
"24643","20070601","3","1","1","89","325","2007-06-01 00:00:00"
"24644","20070601","3","1","1","90","499","2007-06-01 00:00:00"
"24645","20070601","3","1","1","91","-399","2007-06-01 00:00:00"
"24646","20070601","3","1","1","92","666","2007-06-01 00:00:00"
"24647","20070601","3","1","1","94","151","2007-06-01 00:00:00"
"24648","20070601","3","1","1","96","15","2007-06-01 00:00:00"
"24649","20070601","3","2","1","12","119408","2007-06-01 00:00:00"
"24650","20070601","3","6","1","52","6695","2007-06-01 00:00:00"
"24651","20070601","3","6","1","53","15065","2007-06-01 00:00:00"
"24652","20070601","3","6","1","54","5681","2007-06-01 00:00:00"
"24653","20070601","3","6","1","56","73813","2007-06-01 00:00:00"
"24654","20070601","3","6","1","57","33478","2007-06-01 00:00:00"
"24655","20070601","3","6","1","60","54418","2007-06-01 00:00:00"
"24656","20070601","3","6","1","61","5025","2007-06-01 00:00:00"
"24657","20070601","3","6","1","62","3350","2007-06-01 00:00:00"
"24658","20070601","3","6","1","63","10043","2007-06-01 00:00:00"
"24659","20070601","3","6","1","65","540","2007-06-01 00:00:00"
"24660","20070601","3","6","1","66","491","2007-06-01 00:00:00"
"24661","20070601","3","6","1","67","250","2007-06-01 00:00:00"
"24662","20070601","3","6","1","68","190","2007-06-01 00:00:00"
"24663","20070601","3","6","1","69","54","2007-06-01 00:00:00"
"24664","20070601","3","6","1","71","78","2007-06-01 00:00:00"
"24665","20070601","3","6","1","72","1339","2007-06-01 00:00:00"
"24666","20070601","3","6","1","73","377","2007-06-01 00:00:00"
"24667","20070601","3","6","1","74","335","2007-06-01 00:00:00"
"24668","20070601","3","6","1","76","3019","2007-06-01 00:00:00"
"24669","20070601","3","6","1","77","855","2007-06-01 00:00:00"
"24670","20070601","3","6","1","78","263","2007-06-01 00:00:00"
"24671","20070601","3","6","1","80","1029","2007-06-01 00:00:00"
"24672","20070601","3","6","1","81","637","2007-06-01 00:00:00"
"24673","20070601","3","6","1","82","64","2007-06-01 00:00:00"
"24674","20070601","3","6","1","83","223","2007-06-01 00:00:00"
"24675","20070601","3","6","1","84","192","2007-06-01 00:00:00"
"24676","20070601","3","6","1","85","178","2007-06-01 00:00:00"
"24677","20070601","3","6","1","87","900","2007-06-01 00:00:00"
"24678","20070601","3","6","1","89","187","2007-06-01 00:00:00"
"24679","20070601","3","6","1","90","288","2007-06-01 00:00:00"
"24680","20070601","3","6","1","91","-230","2007-06-01 00:00:00"
"24681","20070601","3","6","1","92","384","2007-06-01 00:00:00"
"24682","20070601","3","6","1","94","10989","2007-06-01 00:00:00"
"24683","20070601","3","6","1","96","10","2007-06-01 00:00:00"
"24684","20070601","3","6","1","97","872","2007-06-01 00:00:00"
"24685","20070601","3","6","1","99","52000","2007-06-01 00:00:00"
"24686","20070601","3","6","1","101","334789","2007-06-01 00:00:00"
"24687","20070601","3","7","1","4","519570","2007-06-01 00:00:00"
"24688","20070601","3","7","1","6","639989","2007-06-01 00:00:00"
"24689","20070601","3","7","1","7","20886","2007-06-01 00:00:00"
"24690","20070601","3","7","1","8","12799","2007-06-01 00:00:00"
"24691","20070601","3","7","1","13","89278","2007-06-01 00:00:00"
"24692","20070601","3","7","1","14","58239","2007-06-01 00:00:00"
"24693","20070601","3","7","1","15","125437","2007-06-01 00:00:00"
"24694","20070601","3","7","1","18","17836","2007-06-01 00:00:00"
"24695","20070601","3","7","1","19","56836","2007-06-01 00:00:00"
"24696","20070601","3","7","1","20","18727","2007-06-01 00:00:00"
